ROUTE,TOTAL_FLIGHTS,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
ACK-LGA,472,0.059322033898305,0.2528216704288939,27.553047404063207
ACK-ORD,11,0.0,0.5454545454545454,18.09090909090909
ACK-PHL,75,0.0666666666666666,0.2285714285714285,15.1
ACT-DFW,1068,0.0205992509363295,0.1998087954110898,19.762906309751436
ACV-DEN,314,0.0159235668789808,0.2819672131147541,34.17704918032787
ACV-LAX,354,0.0141242937853107,0.1146131805157593,11.593123209169054
ACV-SFO,997,0.025075225677031,0.199794026776519,20.00823892893924
ACY-FLL,523,0.0152963671128107,0.3040935672514619,20.67056530214425
ACY-MCO,1001,0.0169830169830169,0.2275510204081632,19.573469387755104
ACY-MYR,308,0.0064935064935064,0.1311475409836065,10.095081967213115
ACY-PBI,366,0.0191256830601092,0.1396648044692737,10.782122905027933
ACY-RSW,396,0.0277777777777777,0.0779220779220779,7.231168831168831
ACY-TPA,439,0.0273348519362186,0.2201405152224824,18.40046838407494
ADK-ANC,104,0.0769230769230769,0.1770833333333333,10.979166666666666
ADQ-ANC,790,0.0341772151898734,0.1441677588466579,12.18872870249017
AEX-ATL,729,0.0054869684499314,0.1078838174273859,12.239280774550483
AEX-DFW,1079,0.0176088971269694,0.1956521739130435,20.294896030245745
AGS-ATL,2031,0.0034465780403741,0.1373517786561265,16.479743083003953
AGS-AUS,3,0.0,0.0,0.6666666666666666
AGS-BOS,7,0.0,0.2857142857142857,12.0
AGS-CLT,793,0.0025220680958385,0.236409608091024,16.520859671302148
AGS-DCA,364,0.0274725274725274,0.2627118644067797,17.63276836158192
AGS-DFW,376,0.0053191489361702,0.163538873994638,13.337801608579088
AGS-DTW,7,0.0,0.4285714285714285,35.714285714285715
AGS-LGA,21,0.0,0.1904761904761904,6.047619047619048
AGS-MIA,12,0.0,0.5833333333333334,32.333333333333336
AGS-ORD,12,0.0833333333333333,0.6363636363636364,47.63636363636363
AGS-PHL,14,0.0,0.4285714285714285,36.07142857142857
AGS-PHX,2,0.0,0.5,42.5
AKN-ANC,215,0.0093023255813953,0.1784037558685446,9.169014084507042
ALB-ATL,997,0.0100300902708124,0.1495422177009155,14.531027466937944
ALB-BNA,108,0.0092592592592592,0.3551401869158878,34.90654205607477
ALB-BWI,1664,0.0102163461538461,0.1318347509113001,9.530376670716889
ALB-CLT,1051,0.0085632730732635,0.2005785920925747,18.641272902603664
ALB-DCA,1258,0.0262321144674085,0.2124692370795734,16.12551271534044
ALB-DEN,136,0.0073529411764705,0.2296296296296296,10.71111111111111
ALB-DFW,87,0.0,0.2873563218390804,15.655172413793103
ALB-DTW,1331,0.0112697220135236,0.1261398176291793,12.185410334346503
ALB-EWR,669,0.0612855007473841,0.1337579617834395,10.229299363057326
ALB-FLL,347,0.0230547550432276,0.2781065088757396,26.798816568047336
ALB-LGA,913,0.0306681270536692,0.1525423728813559,11.245197740112994
ALB-MCO,920,0.0119565217391304,0.2394678492239468,19.80931263858093
ALB-MDW,664,0.0120481927710843,0.1689708141321044,14.46236559139785
ALB-MIA,21,0.0476190476190476,0.0,2.25
ALB-MYR,103,0.0194174757281553,0.2772277227722772,14.108910891089108
ALB-ORD,1033,0.0135527589545014,0.1732283464566929,16.159448818897637
ALB-PGD,131,0.0,0.3206106870229007,29.45801526717557
ALB-PHL,22,0.0,0.1363636363636363,11.363636363636363
ALB-PIE,115,0.0,0.1739130434782608,13.94782608695652
ALB-SFB,94,0.0,0.2659574468085106,21.170212765957448
ALB-TPA,227,0.0044052863436123,0.1911111111111111,11.733333333333333
ALO-ORD,75,0.0533333333333333,0.1830985915492957,12.309859154929578
ALW-SEA,343,0.0379008746355685,0.1276595744680851,10.10030395136778
AMA-AUS,318,0.0062893081761006,0.0349206349206349,2.961904761904762
AMA-DAL,1354,0.0147710487444608,0.1051051051051051,6.843843843843844
AMA-DEN,707,0.0113154172560113,0.2607449856733524,20.3352435530086
AMA-DFW,2064,0.0159883720930232,0.1875616979269496,22.90769990128332
AMA-HOU,7,0.0,0.0,1.5714285714285714
AMA-IAH,465,0.021505376344086,0.1766004415011037,20.26048565121413
AMA-LAS,365,0.0054794520547945,0.1629834254143646,11.290055248618785
ANC-ADK,104,0.0769230769230769,0.0947368421052631,8.0
ANC-ADQ,790,0.0379746835443038,0.1481481481481481,9.895502645502646
ANC-AKN,215,0.0093023255813953,0.107981220657277,7.272300469483568
ANC-ATL,103,0.0,0.4174757281553398,35.75728155339806
ANC-BET,722,0.0277008310249307,0.1871428571428571,10.752857142857144
ANC-BRW,363,0.024793388429752,0.2401129943502825,15.40677966101695
ANC-CDV,362,0.0,0.226890756302521,11.344537815126053
ANC-DEN,542,0.011070110701107,0.2172284644194756,24.189138576779023
ANC-DFW,338,0.0,0.3125,30.30654761904762
ANC-DLG,145,0.0275862068965517,0.1418439716312056,6.652482269503546
ANC-EWR,95,0.0526315789473684,0.3555555555555555,65.22222222222223
ANC-FAI,677,0.0029542097488921,0.1274074074074074,7.842962962962963
ANC-HNL,356,0.0056179775280898,0.1590909090909091,7.914772727272727
ANC-IAH,95,0.0,0.2210526315789473,14.821052631578947
ANC-JNU,1185,0.0067510548523206,0.1516709511568123,8.467866323907455
ANC-KOA,93,0.0,0.1182795698924731,7.731182795698925
ANC-LAS,108,0.0,0.1296296296296296,4.583333333333333
ANC-LAX,363,0.0027548209366391,0.1906077348066298,7.87292817679558
ANC-MSP,611,0.0081833060556464,0.1402640264026402,12.32013201320132
ANC-OGG,99,0.0,0.1111111111111111,4.606060606060606
ANC-OME,537,0.0446927374301676,0.1686274509803921,8.654901960784313
ANC-ORD,758,0.0039577836411609,0.321285140562249,30.585006693440427
ANC-OTZ,166,0.072289156626506,0.1118421052631579,7.309210526315789
ANC-PDX,498,0.0060240963855421,0.1212121212121212,7.836363636363636
ANC-PHX,294,0.0034013605442176,0.2568493150684932,12.345890410958903
ANC-SCC,415,0.0240963855421686,0.1039603960396039,9.19059405940594
ANC-SEA,7518,0.00585262037776,0.1457636193280685,9.140944987284165
ANC-SFO,214,0.014018691588785,0.1857142857142857,23.84285714285714
ANC-SLC,84,0.0,0.1666666666666666,5.821428571428571
APN-DTW,386,0.0207253886010362,0.1613756613756613,22.33862433862434
APN-PLN,65,0.0769230769230769,0.2413793103448276,49.8448275862069
ASE-ATL,216,0.0972222222222222,0.3210526315789473,24.678947368421053
ASE-AUS,206,0.0631067961165048,0.3578947368421052,36.61578947368421
ASE-DEN,2416,0.0753311258278145,0.2783505154639175,24.11474675033617
ASE-DFW,1021,0.0714985308521057,0.2726304579339723,32.78381256656017
ASE-IAH,544,0.0661764705882353,0.3399602385685885,28.97216699801193
ASE-LAX,934,0.0813704496788008,0.2646370023419204,22.826697892271664
ASE-ORD,841,0.0725326991676575,0.2766233766233766,27.893506493506493
ASE-PHX,105,0.1619047619047619,0.2988505747126437,20.85057471264368
ASE-SFO,308,0.0909090909090909,0.3489208633093525,37.82374100719424
ATL-ABE,994,0.0030181086519114,0.1191919191919192,8.868686868686869
ATL-ABQ,1001,0.0049950049950049,0.1638190954773869,8.566834170854271
ATL-ABY,814,0.0024570024570024,0.0967741935483871,8.332506203473946
ATL-AEX,730,0.0054794520547945,0.1154381084840055,7.308762169680111
ATL-AGS,2032,0.0034448818897637,0.143069306930693,12.013861386138611
ATL-ALB,997,0.0100300902708124,0.1886409736308316,11.848884381338742
ATL-ANC,103,0.0,0.2815533980582524,21.12621359223301
ATL-ASE,216,0.0324074074074074,0.2916666666666667,20.760416666666668
ATL-ATW,367,0.0054495912806539,0.1016483516483516,6.733516483516484
ATL-AUS,4197,0.0090540862520848,0.1908543922984356,11.414440433212995
ATL-AVL,2101,0.00571156592099,0.144705318639195,9.752755150934355
ATL-BDL,2033,0.0073782587309394,0.1348537431829449,8.026772434308379
ATL-BHM,2760,0.0134057971014492,0.1546656869948567,10.3791329904482
ATL-BMI,727,0.0027510316368638,0.1440443213296399,13.626038781163436
ATL-BNA,3861,0.0056980056980056,0.1596660579180798,10.503000260892252
ATL-BOI,447,0.0089485458612975,0.1173814898419864,6.187358916478555
ATL-BOS,5066,0.0086853533359652,0.1906754333532576,14.404662283323372
ATL-BQK,729,0.0041152263374485,0.1206657420249653,12.717059639389737
ATL-BTR,1491,0.0046948356807511,0.1155405405405405,8.319594594594594
ATL-BTV,365,0.0027397260273972,0.1346153846153846,10.197802197802195
ATL-BUF,1275,0.0109803921568627,0.190325138778747,15.04599524187153
ATL-BWI,6447,0.0085310997363114,0.2197836651512776,15.21131838846214
ATL-BZN,329,0.0030395136778115,0.110091743119266,7.244648318042813
ATL-CAE,2012,0.0059642147117296,0.1331997996995493,8.333500250375563
ATL-CHA,2285,0.0056892778993435,0.135301895107977,11.12340237990304
ATL-CHO,1055,0.0028436018957345,0.0963740458015267,7.075381679389313
ATL-CHS,2708,0.0081240768094534,0.1546199701937406,9.413189269746647
ATL-CID,365,0.0082191780821917,0.1468144044321329,10.346260387811634
ATL-CLE,3389,0.0094423133667748,0.2090041741204532,14.046511627906977
ATL-CLT,4938,0.0062778452814904,0.1613956335441746,13.817996327280149
ATL-CMH,3056,0.0078534031413612,0.1508250825082508,9.456435643564356
ATL-COS,210,0.0,0.2307692307692307,16.548076923076923
ATL-CRW,989,0.0050556117290192,0.1357142857142857,11.68877551020408
ATL-CSG,948,0.0063291139240506,0.1270010672358591,11.15154749199573
ATL-CVG,2723,0.0102827763496143,0.1522465651689565,10.055328629780911
ATL-DAB,1515,0.0112211221122112,0.134448160535117,8.45752508361204
ATL-DAL,3504,0.0114155251141552,0.2009860788863109,13.396461716937354
ATL-DAY,1299,0.0015396458814472,0.1010802469135802,7.065586419753086
ATL-DCA,6954,0.0096347425941903,0.1816061798571636,11.921148520623817
ATL-DEN,6176,0.0102007772020725,0.236163573657415,16.087206437838727
ATL-DFW,6359,0.0141531687372228,0.2324687800192122,17.338456612231827
ATL-DHN,730,0.0,0.1002747252747252,5.9739010989010985
ATL-DSM,1077,0.0046425255338904,0.1148459383753501,7.544351073762838
ATL-DTW,5354,0.0054165110197982,0.1824844953956023,12.878594249201278
ATL-ECP,1839,0.0081566068515497,0.1719780219780219,11.726373626373626
ATL-EGE,133,0.0075187969924812,0.1472868217054263,9.44186046511628
ATL-ELP,684,0.0073099415204678,0.1843657817109144,10.969026548672566
ATL-EVV,868,0.0011520737327188,0.115473441108545,13.675519630484988
ATL-EWR,5913,0.0226619313377304,0.2096130487593267,16.720805136213777
ATL-EYW,1486,0.0053835800807537,0.1629327902240326,12.872369314324509
ATL-FAY,730,0.0150684931506849,0.1589958158995816,14.298465829846585
ATL-FLL,8040,0.0124378109452736,0.270506329113924,19.517848101265823
ATL-FSD,365,0.0246575342465753,0.228169014084507,13.864788732394366
ATL-FWA,893,0.0022396416573348,0.1571268237934904,13.001122334455667
ATL-GEG,447,0.0111856823266219,0.1244343891402715,6.766968325791855
ATL-GNV,1647,0.0060716454159077,0.1386503067484662,10.96073619631902
ATL-GPT,1196,0.0050167224080267,0.1146711635750421,8.24451939291737
ATL-GRB,364,0.0137362637362637,0.1675977653631284,11.829608938547484
ATL-GRR,1317,0.0091116173120728,0.1639846743295019,10.662835249042146
ATL-GSO,2252,0.005772646536412,0.1309789897183728,9.054984354045596
ATL-GSP,3074,0.0032530904359141,0.1560561540972902,9.393405158341496
ATL-GTR,802,0.0037406483790523,0.1115288220551378,7.725563909774436
ATL-HDN,108,0.0092592592592592,0.145631067961165,6.912621359223301
ATL-HHH,203,0.0098522167487684,0.1293532338308457,10.81592039800995
ATL-HNL,365,0.0027397260273972,0.2920110192837465,19.00275482093664
ATL-HOU,3096,0.0054909560723514,0.1908173233474438,12.406056659068708
ATL-HPN,1769,0.0039570378745053,0.1662844036697247,10.826261467889909
ATL-HSV,2080,0.0081730769230769,0.1246362754607177,8.209990300678953
ATL-IAD,3490,0.0065902578796561,0.1659930715935335,11.533198614318708
ATL-IAH,4747,0.0117969243732883,0.251174711661683,17.9929517300299
ATL-ICT,1042,0.0028790786948176,0.1061776061776061,8.577220077220078
ATL-ILM,1235,0.0048582995951417,0.0985342019543974,7.311074918566775
ATL-IND,3384,0.0065011820330969,0.1723727299791604,10.23876153617148
ATL-JAC,222,0.0045045045045045,0.2636363636363636,16.45
ATL-JAN,3130,0.0031948881789137,0.1324991979467436,8.772858517805583
ATL-JAX,4338,0.0073766712770862,0.2109302325581395,13.036046511627909
ATL-JFK,3781,0.0100502512562814,0.2781049250535332,22.32922912205568
ATL-LAS,5144,0.0095256609642301,0.2891732283464567,19.2
ATL-LAX,5545,0.0077547339945897,0.2407508656825223,15.60087479496993
ATL-LEX,1888,0.0058262711864406,0.113903743315508,7.448128342245989
ATL-LFT,992,0.001008064516129,0.1590678824721378,12.551165146909828
ATL-LGA,7883,0.0187745782062666,0.1939173381855991,13.503899142188718
ATL-LIT,2307,0.0047680970957954,0.1558271497162811,10.48668703622872
ATL-MCI,3272,0.0073349633251833,0.1995688327687095,12.280566676932551
ATL-MCO,9039,0.0060847438875981,0.2604910714285714,19.790178571428573
ATL-MDT,1018,0.0,0.0855457227138643,5.8023598820059
ATL-MDW,3597,0.0161245482346399,0.2212464589235127,14.692067988668557
ATL-MEM,3538,0.0090446579988694,0.1675228310502283,10.751141552511417
ATL-MGM,1363,0.0073367571533382,0.1362962962962963,14.237037037037036
ATL-MIA,6799,0.0077952640094131,0.2919088064371927,22.73938310236925
ATL-MKE,2404,0.0108153078202995,0.1685630004214075,10.016013485040034
ATL-MLB,1415,0.0056537102473498,0.1482537419814683,9.234497505345688
ATL-MLI,729,0.0027434842249657,0.1351724137931034,12.539310344827586
ATL-MLU,752,0.0013297872340425,0.1025299600532623,7.709720372836219
ATL-MOB,1398,0.0071530758226037,0.1404899135446685,9.888328530259368
ATL-MSN,1033,0.0029041626331074,0.1090555014605647,7.022395326192795
ATL-MSP,3789,0.0073898126154658,0.151063829787234,10.135904255319147
ATL-MSY,4567,0.0065688635865995,0.2183984116479153,13.904698874917273
ATL-MTJ,102,0.0098039215686274,0.1717171717171717,9.616161616161616
ATL-MYR,1430,0.0069930069930069,0.1508104298801973,10.050035236081747
ATL-OAJ,730,0.0027397260273972,0.1115702479338843,8.601928374655648
ATL-OAK,38,0.0,0.2368421052631578,15.263157894736842
ATL-OGG,83,0.0,0.3734939759036144,18.42168674698795
ATL-OKC,2079,0.0038480038480038,0.1285645239246012,9.105848235862736
ATL-OMA,2136,0.0060861423220973,0.1225836869401225,8.564827911362565
ATL-ONT,1070,0.0186915887850467,0.2559694364851958,16.500477554918817
ATL-ORD,6178,0.0113305276788604,0.2351107465135357,17.551763740771126
ATL-ORF,2361,0.0050825921219822,0.1812740487387772,13.374519025224457
ATL-PBI,4047,0.0086483815171732,0.2361457813280079,14.29605591612581
ATL-PDX,1253,0.00877893056664,0.1299435028248587,8.000807102502018
ATL-PHL,5815,0.0079105760963026,0.2242066932547251,16.796948153285935
ATL-PHX,3649,0.0060290490545354,0.2114427860696517,15.974018794914317
ATL-PIT,2765,0.0054249547920434,0.162358937022206,9.360393156170367
ATL-PNS,2372,0.0096964586846543,0.1616204690831556,13.767590618336888
ATL-PSP,143,0.0069930069930069,0.2014388489208633,12.46043165467626
ATL-PVD,997,0.0100300902708124,0.1795131845841785,12.932048681541582
ATL-PWM,521,0.0115163147792706,0.1442495126705653,8.896686159844055
ATL-RDU,4480,0.0049107142857142,0.1998652593757017,12.014147765551314
ATL-RIC,3414,0.0061511423550087,0.195575221238938,12.627138643067848
ATL-ROA,1076,0.0111524163568773,0.1303116147308781,9.526912181303116
ATL-ROC,998,0.0100200400801603,0.1896551724137931,14.171399594320487
ATL-RSW,3132,0.0086206896551724,0.1890932558889964,11.344949983865764
ATL-SAN,2172,0.0050644567219152,0.2310553231055323,13.528126452812645
ATL-SAT,3149,0.0082565893934582,0.1921229586935638,11.883765609990396
ATL-SAV,2539,0.0110279637652619,0.1620111731843575,10.816440542697526
ATL-SBN,915,0.0021857923497267,0.1602634467618002,14.501646542261252
ATL-SCE,1,0.0,0.0,0.0
ATL-SDF,2982,0.0073775989268947,0.138409475465313,8.587140439932318
ATL-SEA,3525,0.0051063829787234,0.1700971983990852,11.310748999428244
ATL-SFO,3279,0.0106739859713327,0.2267818574514039,16.10398025300833
ATL-SGF,1031,0.002909796314258,0.1570731707317073,10.195121951219512
ATL-SHV,1023,0.0048875855327468,0.1425762045231071,11.962635201573256
ATL-SJC,784,0.0025510204081632,0.1446862996158771,8.35595390524968
ATL-SJU,1916,0.0073068893528183,0.2246186217780115,16.845344555497107
ATL-SLC,3012,0.0053120849933598,0.1487299465240641,8.96557486631016
ATL-SMF,930,0.0064516129032258,0.1484290357529794,8.91765980498375
ATL-SNA,1060,0.0056603773584905,0.1864244741873805,9.995219885277246
ATL-SRQ,2781,0.0061129090255303,0.1736765772298767,10.493836113125454
ATL-STL,3456,0.0066550925925925,0.1781860600758238,10.802274715660545
ATL-STT,557,0.0,0.1369369369369369,7.466666666666667
ATL-STX,106,0.0094339622641509,0.1428571428571428,8.714285714285714
ATL-SYR,996,0.0080321285140562,0.2044534412955465,13.90080971659919
ATL-TLH,1830,0.0076502732240437,0.1310116086235489,8.935876174682145
ATL-TPA,6698,0.0111973723499552,0.2337112622826908,15.535449735449737
ATL-TRI,1344,0.0014880952380952,0.1029850746268656,7.832089552238806
ATL-TTN,316,0.0348101265822784,0.4072847682119205,34.5364238410596
ATL-TUL,1454,0.0041265474552957,0.1147994467496542,7.3395573997233745
ATL-TUS,799,0.0025031289111389,0.1586901763224181,9.163727959697733
ATL-TVC,27,0.0,0.074074074074074,5.037037037037037
ATL-TYS,2480,0.0052419354838709,0.1535960991466883,10.45388053636733
ATL-VLD,819,0.0036630036630036,0.1142506142506142,9.213759213759214
ATL-VPS,1913,0.010977522216414,0.1658692185007974,11.640085061137691
ATL-XNA,1460,0.0034246575342465,0.0937931034482758,6.320689655172414
ATW-ATL,367,0.0081743869209809,0.1187845303867403,22.23756906077348
ATW-AZA,192,0.0052083333333333,0.3597883597883597,19.44973544973545
ATW-BNA,145,0.0,0.2758620689655172,21.606896551724137
ATW-CLT,150,0.0066666666666666,0.1148648648648648,8.263513513513514
ATW-DEN,444,0.0135135135135135,0.2311212814645309,21.77345537757437
ATW-DTW,731,0.0109439124487004,0.1493775933609958,17.38865836791148
ATW-FLL,56,0.0178571428571428,0.5454545454545454,51.54545454545455
ATW-LAS,146,0.0136986301369863,0.2708333333333333,24.77083333333333
ATW-MSP,827,0.0084643288996372,0.1146341463414634,12.71219512195122
ATW-ORD,1296,0.0131172839506172,0.190923317683881,15.22300469483568
ATW-PDX,24,0.0,0.0,1.5
ATW-PGD,140,0.0142857142857142,0.3333333333333333,34.405797101449274
ATW-PIE,137,0.0145985401459854,0.2518518518518518,24.103703703703705
ATW-SAV,45,0.0,0.1777777777777777,12.911111111111111
ATW-SFB,151,0.0132450331125827,0.3087248322147651,43.006711409395976
ATW-SRQ,65,0.0,0.3384615384615385,19.06153846153846
AUS-ABQ,1250,0.0088,0.1775625504439063,9.652945924132364
AUS-AGS,3,0.0,0.3333333333333333,7.333333333333333
AUS-AMA,318,0.0062893081761006,0.2151898734177215,12.085443037974684
AUS-ASE,206,0.0194174757281553,0.255,33.515
AUS-ATL,4192,0.0085877862595419,0.1286437003131775,8.435798602746326
AUS-AVL,104,0.0,0.2788461538461538,26.307692307692307
AUS-BHM,4,0.0,0.25,5.5
AUS-BNA,2690,0.0111524163568773,0.1847948814452389,11.502822732404969
AUS-BOS,1877,0.0143846563665423,0.2208355941399891,23.886055344546936
AUS-BUR,356,0.0056179775280898,0.2209631728045325,10.679886685552407
AUS-BWI,1530,0.0111111111111111,0.1790450928381962,11.705570291777189
AUS-BZN,37,0.0,0.2432432432432432,10.64864864864865
AUS-CHS,149,0.0,0.2281879194630872,11.543624161073826
AUS-CLT,1914,0.006269592476489,0.1846396633350868,19.57969489742241
AUS-CMH,355,0.0112676056338028,0.16,8.131428571428572
AUS-CVG,720,0.0069444444444444,0.1750700280112044,12.196078431372548
AUS-DAL,2956,0.0219891745602165,0.1596260387811634,10.371191135734072
AUS-DCA,365,0.0136986301369863,0.1728045325779036,9.1671388101983
AUS-DEN,4450,0.0157303370786516,0.2000917852225791,12.985314364387332
AUS-DFW,4850,0.0183505154639175,0.2159831756046267,25.015983175604628
AUS-DSM,107,0.0,0.3333333333333333,29.61904761904762
AUS-DTW,1477,0.0101557210561949,0.1506849315068493,17.21917808219178
AUS-ECP,133,0.0,0.2105263157894736,12.473684210526317
AUS-EGE,62,0.032258064516129,0.3793103448275862,38.82758620689656
AUS-ELP,1958,0.010214504596527,0.225090345895715,12.531233866804335
AUS-EWR,2176,0.0344669117647058,0.2039253231211105,17.80373384394447
AUS-FLL,1254,0.0191387559808612,0.2982026143790849,22.995098039215687
AUS-FSD,54,0.0185185185185185,0.1509433962264151,13.452830188679243
AUS-GRR,86,0.0,0.1395348837209302,8.616279069767442
AUS-HNL,171,0.0,0.4736842105263157,46.14619883040936
AUS-HOU,1757,0.012521343198634,0.1736872475476053,9.718407386035777
AUS-HRL,620,0.0096774193548387,0.1227495908346972,6.741407528641571
AUS-IAD,1250,0.0088,0.1473684210526315,9.591093117408906
AUS-IAH,2308,0.0233968804159445,0.2299156679982245,18.878828229027963
AUS-IND,1021,0.0068560235063663,0.1869436201780415,11.347181008902076
AUS-JAX,460,0.0043478260869565,0.2669584245076586,18.409190371991247
AUS-JFK,2672,0.0190868263473053,0.2282650325545767,21.78437380314056
AUS-LAS,3373,0.0136377112362881,0.2353295215167017,17.48269635871201
AUS-LAX,4365,0.0121420389461626,0.1923433874709977,16.789327146171694
AUS-LBB,329,0.0060790273556231,0.3425076452599388,19.30581039755352
AUS-LGB,638,0.0078369905956112,0.2274881516587677,10.481832543443918
AUS-MAF,316,0.0094936708860759,0.2875399361022364,16.64856230031949
AUS-MCI,990,0.009090909090909,0.2193877551020408,17.50408163265306
AUS-MCO,3043,0.0138021689122576,0.2524207011686143,20.640734557595994
AUS-MDW,1615,0.0154798761609907,0.1672979797979798,9.876262626262626
AUS-MEM,318,0.0125786163522012,0.3184713375796178,18.26751592356688
AUS-MIA,1923,0.0098803952158086,0.2401055408970976,17.860686015831135
AUS-MSN,2,0.0,0.0,0.0
AUS-MSP,1484,0.0107816711590296,0.1418826739427012,14.845156889495223
AUS-MSY,2459,0.0089467263115087,0.2156943303204601,13.95809367296631
AUS-MTJ,14,0.0,0.0714285714285714,4.642857142857143
AUS-OAK,372,0.0026881720430107,0.2506738544474393,14.06199460916442
AUS-OKC,731,0.0109439124487004,0.2669432918395574,33.034578146611345
AUS-OMA,58,0.0,0.0862068965517241,8.724137931034482
AUS-ONT,356,0.0084269662921348,0.3172804532577903,16.43626062322946
AUS-ORD,3327,0.0135256988277727,0.1661576053756872,13.34605986560782
AUS-PDX,358,0.0139664804469273,0.1104815864022662,6.722379603399434
AUS-PHL,848,0.0058962264150943,0.2256532066508313,28.744655581947743
AUS-PHX,3290,0.0109422492401215,0.1798029556650246,14.874076354679802
AUS-PIT,119,0.0,0.2016806722689075,9.596638655462185
AUS-PNS,24,0.0,0.0833333333333333,4.083333333333333
AUS-PSP,174,0.0172413793103448,0.2339181286549707,12.637426900584796
AUS-PVU,102,0.0098039215686274,0.22,16.96
AUS-RDU,1561,0.0051249199231262,0.1997422680412371,14.344072164948454
AUS-RNO,311,0.0064308681672025,0.1875,9.49342105263158
AUS-RSW,103,0.0,0.3786407766990291,21.59223300970874
AUS-SAF,8,0.0,0.375,210.75
AUS-SAN,2098,0.0133460438512869,0.2375423318819545,13.90420899854862
AUS-SDF,60,0.0,0.1166666666666666,10.25
AUS-SEA,2025,0.0079012345679012,0.1293706293706293,8.813686313686313
AUS-SFB,31,0.0,0.1612903225806451,18.35483870967742
AUS-SFO,2028,0.0108481262327416,0.1688311688311688,14.026473526473527
AUS-SJC,1576,0.0088832487309644,0.2125480153649167,12.370678617157491
AUS-SLC,1575,0.0082539682539682,0.1454196028187059,14.265855221012172
AUS-SMF,678,0.0029498525073746,0.2825443786982248,13.430473372781066
AUS-SNA,845,0.0094674556213017,0.2215568862275449,13.698203592814371
AUS-SRQ,65,0.0153846153846153,0.171875,21.53125
AUS-STL,1096,0.0136861313868613,0.1600370027752081,8.319148936170214
